name,pos,ang,sca,coll
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2/0.2500001,1,0
fence_a.X,-175.9359/57.66/558.3848,0.00/0.00/0.71/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3/0.2000001,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2/0.2500001,1,0
fence_a.X,-177.2976/57.34/540.1956,0.00/0.00/0.71/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3/0.2000001,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2/0.2500001,1,0
fence_a.X,-178.1862/57.16/528.329,0.00/0.00/0.71/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3/0.2000001,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2/0.2500001,1,0
fence_a.X,-177.5202/57.34/537.224,0.00/0.00/0.71/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3/0.2000001,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2/0.2500001,1,0
fence_a.X,-178.4088/57.28/525.3573,0.00/0.00/0.71/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3/0.2000001,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2/0.2500001,1,0
fence_a.X,-178.6321/57.28/522.3757,0.00/0.00/0.71/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3/0.2000001,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2/0.2500001,1,0
fence_a.X,-178.4088/57.01/510.82,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-178.6321/57.01/507.8384,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-178.4088/57.01/504.9216,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-178.6321/57.01/501.94,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-90.38/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-45.9/57.38/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-51.87/57.38/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-57.91/57.33/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-66.39999/57.33/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-78.42/57.33/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-93.36/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-116.66/56.86/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-122.63/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-125.69/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-69.39/57.33/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-81.35001/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-96.35001/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-140.15/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-146.19/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-63.42/57.33/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-104.84/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-101.85/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-143.21/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-149.18/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-60.9/57.33/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-152.34/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-161.37/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-48.88/57.38/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-54.93/57.38/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-72.45/57.33/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-75.42999/57.33/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-84.33/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-87.32001/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-98.87/57.34/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-107.9/57.21/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-113.87/56.9/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-119.64/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-137.16/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-155.4/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-164.24/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-110.88/57.11/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-158.38/56.72/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-167.3/56.54/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-170.28/56.54/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-173.27/56.54/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-178.6321/57.01/499,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-178.6321/57.01/495.99,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-176.32/56.45/491.8,0.50/0.50/0.50/1,1/1/1,0,0
coll,0.493/-0.06/-1.042,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,0.4929962/-0.06005859/0.978,0.00/0.00/0.00/1,0.25/3/0.2,1,0
coll,-1.006/0.133/0.082,0.00/0.00/0.00/1,3.1/0.2/0.25,1,0
fence_a.X,-178.6321/56.98/493.05,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-34.51901/61.15/572.8743,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-34.74736/61.2/569.8227,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-36.27794/59.92/549.38,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-35.19317/60.64/563.8695,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-35.82702/60.07/555.4031,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-36.05564/60.07/552.3517,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-36.50125/58.51/546.3983,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-34.96991/60.89/566.8511,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-36.73707/58.28/543.2471,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-37.41134/57.62/534.2424,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-37.62568/57.33/531.3803,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-35.38128/60.32/561.3566,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-35.60379/60.2/558.3848,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-36.96556/58.24/540.1956,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-37.85417/57.15/528.329,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-37.18818/57.96/537.224,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-38.0767/57.27/525.3573,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
coll,0.493/-0.06/-1.042,0.00/-0.71/0.00/1,0.25/3.000002/0.2000002,1,0
coll,0.4929962/-0.06005859/0.978,0.00/-0.71/0.00/1,0.25/3.000002/0.2000001,1,0
coll,-1.006/0.133/0.082,0.00/-0.71/0.00/1,3.1/0.2000001/0.2500002,1,0
fence_a.X,-38.3/57.27/522.3757,0.00/0.00/0.71/1,1.000001/1.000001/1,0,0
